accelerator,model,pe_x,pe_y,total_cycle,pe_array_area_mm2,weight_buffer_area_mm2,input_buffer_area_mm2,total_area_mm2,total_macs,dram_energy_mJ,onchip_energy_mJ,total_energy_mJ,edp,log_file
MixPosit (Bit-Serial + Mixed-Precision),microsoft/phi-2,36,16,81822304.00000001,0.160128,0.535461,0.524382,0.160128,,17906.17,13013.0,30919.17,2529878095803.79,test_flexposit_x36_y16.log
MixPosit (Bit-Serial + Mixed-Precision),facebook/opt-2.7b,36,16,89160032.0,0.160128,0.535461,0.524382,0.160128,,19549.9,14074.69,33624.59,2997969659237.9,test_flexposit_x36_y16.log
MixPosit (Bit-Serial + Mixed-Precision),meta-llama/Llama-2-7b-hf,36,16,230104800.0,0.160128,0.535461,0.524382,0.160128,,50899.24,36213.79,87113.03,20045126259698.23,test_flexposit_x36_y16.log
OLIVE (Non-uniform Quantization),gpt2-large,116,16,2777338.0,0.423168,0.507859,0.467155,0.423168,,800.72,766.01,1566.73,4351325249.6,test_olive_x116_y16.log
OLIVE (Non-uniform Quantization),gpt2-xl,116,16,3510287.0,0.423168,0.507859,0.467155,0.423168,,1009.24,1002.06,2011.3,7060253950.96,test_olive_x116_y16.log
OLIVE (Non-uniform Quantization),microsoft/phi-2,116,16,110252351.0,0.423168,0.507859,0.467155,0.423168,,32584.07,27716.29,60300.35,6648255699864.06,test_olive_x116_y16.log
OLIVE (Non-uniform Quantization),facebook/opt-2.7b,116,16,110153796.0,0.423168,0.507859,0.467155,0.423168,,32555.05,27692.27,60247.32,6636471377147.51,test_olive_x116_y16.log
OLIVE (Non-uniform Quantization),meta-llama/Llama-2-7b-hf,116,16,274954917.0,0.423168,0.507859,0.467155,0.423168,,81291.89,67813.83,149105.72,40997350570323.76,test_olive_x116_y16.log
OLIVE (Non-uniform Quantization),gpt2-large,12,16,5472512.0,0.043776,0.472874,0.467155,0.043776,,800.72,876.42,1677.14,9178159095.24,test_olive_x12_y16.log
OLIVE (Non-uniform Quantization),gpt2-xl,12,16,6892864.0,0.043776,0.472874,0.467155,0.043776,,1009.24,1104.01,2113.25,14566330003.61,test_olive_x12_y16.log
OLIVE (Non-uniform Quantization),microsoft/phi-2,12,16,221318656.0,0.043776,0.472874,0.467155,0.043776,,32584.07,35448.69,68032.76,15056918032110.02,test_olive_x12_y16.log
OLIVE (Non-uniform Quantization),facebook/opt-2.7b,12,16,221121536.0,0.043776,0.472874,0.467155,0.043776,,32555.05,35417.1,67972.16,15030108135448.88,test_olive_x12_y16.log
OLIVE (Non-uniform Quantization),meta-llama/Llama-2-7b-hf,12,16,551636992.0,0.043776,0.472874,0.467155,0.043776,,81291.89,88359.49,169651.38,93585976706978.06,test_olive_x12_y16.log
OLIVE (Non-uniform Quantization),gpt2-large,6,16,10851584.0,0.021888,0.46746,0.467155,0.021888,,800.72,1115.72,1916.44,20796366238.46,test_olive_x6_y16.log
OLIVE (Non-uniform Quantization),gpt2-xl,6,16,13618240.0,0.021888,0.46746,0.467155,0.021888,,1009.24,1400.42,2409.66,32815319366.38,test_olive_x6_y16.log
OLIVE (Non-uniform Quantization),microsoft/phi-2,6,16,441736192.0,0.021888,0.46746,0.467155,0.021888,,32584.07,45419.16,78003.22,34456846007758.52,test_olive_x6_y16.log
OLIVE (Non-uniform Quantization),facebook/opt-2.7b,6,16,441339392.0,0.021888,0.46746,0.467155,0.021888,,32555.05,45378.36,77933.42,34395087160641.16,test_olive_x6_y16.log
OLIVE (Non-uniform Quantization),meta-llama/Llama-2-7b-hf,6,16,1101873152.0,0.021888,0.46746,0.467155,0.021888,,81291.89,113294.77,194586.66,214409812768362.2,test_olive_x6_y16.log
Baseline (FP16),gpt2-large,38,16,5456734.0,0.572736,0.542996,0.485785,0.572736,,1604.79,932.89,2537.69,13847475806.95,test_baseline_x38_y16.log
Baseline (FP16),gpt2-xl,38,16,6865291.0,0.572736,0.542996,0.485785,0.572736,,2023.31,1186.23,3209.55,22034460436.61,test_baseline_x38_y16.log
Baseline (FP16),microsoft/phi-2,38,16,220404076.0,0.572736,0.542996,0.485785,0.572736,,65179.13,36599.09,101778.22,22432334491342.18,test_baseline_x38_y16.log
Baseline (FP16),facebook/opt-2.7b,38,16,220206503.0,0.572736,0.542996,0.485785,0.572736,,65120.7,36565.8,101686.5,22392029365432.32,test_baseline_x38_y16.log
Baseline (FP16),meta-llama/Llama-2-7b-hf,38,16,549799110.0,0.572736,0.542996,0.485785,0.572736,,162619.32,90819.9,253439.22,139340655186730.42,test_baseline_x38_y16.log
OLIVE (Non-uniform Quantization),gpt2-large,42,16,2777338.0,0.153216,0.504742,0.467155,0.153216,,800.72,730.05,1530.77,4251462439.68,test_olive_x42_y16.log
OLIVE (Non-uniform Quantization),gpt2-xl,42,16,3510287.0,0.153216,0.504742,0.467155,0.153216,,1009.24,929.97,1939.21,6807193790.71,test_olive_x42_y16.log
OLIVE (Non-uniform Quantization),microsoft/phi-2,42,16,110252351.0,0.153216,0.504742,0.467155,0.153216,,32584.07,28312.4,60896.46,6713978306126.31,test_olive_x42_y16.log
OLIVE (Non-uniform Quantization),facebook/opt-2.7b,42,16,110153796.0,0.153216,0.504742,0.467155,0.153216,,32555.05,28286.09,60841.14,6701882829253.52,test_olive_x42_y16.log
OLIVE (Non-uniform Quantization),meta-llama/Llama-2-7b-hf,42,16,274954917.0,0.153216,0.504742,0.467155,0.153216,,81291.89,70809.06,152100.95,41820904743109.76,test_olive_x42_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-large,12,16,5609324.799999992,0.053376,0.500401,0.524382,0.053376,,427.64,349.76,777.4,4360688952.51,test_flexposit_x12_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-xl,12,16,7065185.600000008,0.053376,0.500401,0.524382,0.053376,,551.98,441.15,993.13,7016619573.55,test_flexposit_x12_y16.log
MixPosit (Bit-Serial + Mixed-Precision),microsoft/phi-2,12,16,243477817.60000038,0.053376,0.500401,0.524382,0.053376,,17906.17,14939.61,32845.78,7997218123030.37,test_flexposit_x12_y16.log
MixPosit (Bit-Serial + Mixed-Precision),facebook/opt-2.7b,12,16,265356755.1999998,0.053376,0.500401,0.524382,0.053376,,19549.9,16013.16,35563.06,9436899149766.34,test_flexposit_x12_y16.log
MixPosit (Bit-Serial + Mixed-Precision),meta-llama/Llama-2-7b-hf,12,16,689569088.0,0.053376,0.500401,0.524382,0.053376,,50899.24,41303.54,92202.78,63580189692769.31,test_flexposit_x12_y16.log
Baseline (FP16),gpt2-large,58,16,5456734.0,0.874176,0.507859,0.485785,0.874176,,1604.79,943.26,2548.06,13904067536.06,test_baseline_x58_y16.log
Baseline (FP16),gpt2-xl,58,16,6865291.0,0.874176,0.507859,0.485785,0.874176,,2023.31,1208.61,3231.93,22188108374.16,test_baseline_x58_y16.log
Baseline (FP16),microsoft/phi-2,58,16,220404076.0,0.874176,0.507859,0.485785,0.874176,,65179.13,36271.74,101450.87,22360186173291.58,test_baseline_x58_y16.log
Baseline (FP16),facebook/opt-2.7b,58,16,220206503.0,0.874176,0.507859,0.485785,0.874176,,65120.7,36239.71,101360.41,22320221320765.0,test_baseline_x58_y16.log
Baseline (FP16),meta-llama/Llama-2-7b-hf,58,16,549799110.0,0.874176,0.507859,0.485785,0.874176,,162619.32,89578.32,252197.64,138658036641280.84,test_baseline_x58_y16.log
Baseline (FP16),gpt2-large,48,16,5456734.0,0.723456,0.490169,0.485785,0.723456,,1604.79,935.78,2540.58,13863243929.02,test_baseline_x48_y16.log
Baseline (FP16),gpt2-xl,48,16,6865291.0,0.723456,0.490169,0.485785,0.723456,,2023.31,1194.68,3218.0,22092489860.23,test_baseline_x48_y16.log
Baseline (FP16),microsoft/phi-2,48,16,220404076.0,0.723456,0.490169,0.485785,0.723456,,65179.13,36280.93,101460.07,22362212217794.44,test_baseline_x48_y16.log
Baseline (FP16),facebook/opt-2.7b,48,16,220206503.0,0.723456,0.490169,0.485785,0.723456,,65120.7,36249.27,101369.98,22322328043760.68,test_baseline_x48_y16.log
Baseline (FP16),meta-llama/Llama-2-7b-hf,48,16,549799110.0,0.723456,0.490169,0.485785,0.723456,,162619.32,90147.41,252766.73,138970922109063.97,test_baseline_x48_y16.log
Baseline (FP16),gpt2-large,14,16,5463142.0,0.211008,0.48294,0.485785,0.211008,,1604.79,1049.67,2654.46,14501703531.17,test_baseline_x14_y16.log
Baseline (FP16),gpt2-xl,14,16,6867595.0,0.211008,0.48294,0.485785,0.211008,,2023.31,1321.27,3344.58,22969254373.85,test_baseline_x14_y16.log
Baseline (FP16),microsoft/phi-2,14,16,220407468.0,0.211008,0.48294,0.485785,0.211008,,65179.13,42276.74,107455.88,23684077674959.14,test_baseline_x14_y16.log
Baseline (FP16),facebook/opt-2.7b,14,16,220209895.0,0.211008,0.48294,0.485785,0.211008,,65120.7,42238.49,107359.2,23641557943995.5,test_baseline_x14_y16.log
Baseline (FP16),meta-llama/Llama-2-7b-hf,14,16,549799110.0,0.211008,0.48294,0.485785,0.211008,,162619.32,105500.01,268119.33,147411770161180.25,test_baseline_x14_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-large,26,16,2642584.0,0.115648,0.530432,0.524382,0.115648,,427.64,315.48,743.12,1963763933.92,test_flexposit_x26_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-xl,26,16,3349831.9999999995,0.115648,0.530432,0.524382,0.115648,,551.98,399.69,951.67,3187918186.68,test_flexposit_x26_y16.log
MixPosit (Bit-Serial + Mixed-Precision),microsoft/phi-2,26,16,112649056.0,0.115648,0.530432,0.524382,0.115648,,17906.17,13329.98,31236.15,3518722680407.87,test_flexposit_x26_y16.log
MixPosit (Bit-Serial + Mixed-Precision),facebook/opt-2.7b,26,16,122758496.0,0.115648,0.530432,0.524382,0.115648,,19549.9,14388.12,33938.02,4166180837249.19,test_flexposit_x26_y16.log
MixPosit (Bit-Serial + Mixed-Precision),meta-llama/Llama-2-7b-hf,26,16,318732000.0,0.115648,0.530432,0.524382,0.115648,,50899.24,37197.75,88096.99,28079329056069.64,test_flexposit_x26_y16.log
OLIVE (Non-uniform Quantization),gpt2-large,96,16,2777338.0,0.350208,0.490169,0.467155,0.350208,,800.72,748.46,1549.18,4302583218.09,test_olive_x96_y16.log
OLIVE (Non-uniform Quantization),gpt2-xl,96,16,3510287.0,0.350208,0.490169,0.467155,0.350208,,1009.24,972.9,1982.14,6957868328.81,test_olive_x96_y16.log
OLIVE (Non-uniform Quantization),microsoft/phi-2,96,16,110252351.0,0.350208,0.490169,0.467155,0.350208,,32584.07,27231.65,59815.72,6594823836467.65,test_olive_x96_y16.log
OLIVE (Non-uniform Quantization),facebook/opt-2.7b,96,16,110153796.0,0.350208,0.490169,0.467155,0.350208,,32555.05,27206.78,59761.83,6582992448534.1,test_olive_x96_y16.log
OLIVE (Non-uniform Quantization),meta-llama/Llama-2-7b-hf,96,16,274954917.0,0.350208,0.490169,0.467155,0.350208,,81291.89,67582.68,148874.57,40933796048853.73,test_olive_x96_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-large,70,16,1480797.0,0.31136,0.522987,0.524382,0.31136,,427.64,314.06,741.7,1098309857.84,test_flexposit_x70_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-xl,70,16,1896395.0,0.31136,0.522987,0.524382,0.31136,,551.98,404.85,956.83,1814529680.57,test_flexposit_x70_y16.log
MixPosit (Bit-Serial + Mixed-Precision),microsoft/phi-2,70,16,60744782.0,0.31136,0.522987,0.524382,0.31136,,17906.17,12621.67,30527.84,1854407282409.0,test_flexposit_x70_y16.log
MixPosit (Bit-Serial + Mixed-Precision),facebook/opt-2.7b,70,16,66226156.0,0.31136,0.522987,0.524382,0.31136,,19549.9,13685.85,33235.75,2201075966368.98,test_flexposit_x70_y16.log
MixPosit (Bit-Serial + Mixed-Precision),meta-llama/Llama-2-7b-hf,70,16,172147670.0,0.31136,0.522987,0.524382,0.31136,,50899.24,35384.79,86284.03,14853595186336.08,test_flexposit_x70_y16.log
BitMod (Bit-Serial),gpt2-large,46,16,1424247.0,0.670496,0.516173,0.524382,0.670496,,417.58,503.07,920.65,1311230182.52,test_bitmod_x46_y16.log
BitMod (Bit-Serial),gpt2-xl,46,16,1847650.0,0.670496,0.516173,0.524382,0.670496,,539.8,642.26,1182.07,2184047942.19,test_bitmod_x46_y16.log
BitMod (Bit-Serial),microsoft/phi-2,46,16,55290440.0,0.670496,0.516173,0.524382,0.670496,,16322.37,19446.93,35769.31,1977700659817.16,test_bitmod_x46_y16.log
BitMod (Bit-Serial),facebook/opt-2.7b,46,16,55241069.0,0.670496,0.516173,0.524382,0.670496,,16307.85,19428.92,35736.77,1974137569646.99,test_bitmod_x46_y16.log
BitMod (Bit-Serial),meta-llama/Llama-2-7b-hf,46,16,137830050.0,0.670496,0.516173,0.524382,0.670496,,40756.81,48593.28,89350.09,12315127750620.13,test_bitmod_x46_y16.log
Baseline (FP16),gpt2-large,16,16,5463142.0,0.241152,0.485785,0.485785,0.241152,,1604.79,1019.13,2623.93,14334883065.04,test_baseline_x16_y16.log
Baseline (FP16),gpt2-xl,16,16,6867595.0,0.241152,0.485785,0.485785,0.241152,,2023.31,1284.02,3307.33,22713404518.55,test_baseline_x16_y16.log
Baseline (FP16),microsoft/phi-2,16,16,220404076.0,0.241152,0.485785,0.485785,0.241152,,65179.13,40879.41,106058.55,23375736083019.93,test_baseline_x16_y16.log
Baseline (FP16),facebook/opt-2.7b,16,16,220206503.0,0.241152,0.485785,0.485785,0.241152,,65120.7,40842.77,105963.48,23333846808017.69,test_baseline_x16_y16.log
Baseline (FP16),meta-llama/Llama-2-7b-hf,16,16,549799110.0,0.241152,0.485785,0.485785,0.241152,,162619.32,101968.61,264587.93,145470206014786.2,test_baseline_x16_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-large,74,16,1480797.0,0.329152,0.528669,0.524382,0.329152,,427.64,315.01,742.65,1099717488.03,test_flexposit_x74_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-xl,74,16,1896395.0,0.329152,0.528669,0.524382,0.329152,,551.98,406.67,958.65,1817970608.03,test_flexposit_x74_y16.log
MixPosit (Bit-Serial + Mixed-Precision),microsoft/phi-2,74,16,60744782.0,0.329152,0.528669,0.524382,0.329152,,17906.17,12580.47,30486.64,1851904098025.43,test_flexposit_x74_y16.log
MixPosit (Bit-Serial + Mixed-Precision),facebook/opt-2.7b,74,16,66226156.0,0.329152,0.528669,0.524382,0.329152,,19549.9,13643.69,33193.59,2198283950366.52,test_flexposit_x74_y16.log
MixPosit (Bit-Serial + Mixed-Precision),meta-llama/Llama-2-7b-hf,74,16,172147670.0,0.329152,0.528669,0.524382,0.329152,,50899.24,35296.05,86195.29,14838319164836.99,test_flexposit_x74_y16.log
BitMod (Bit-Serial),gpt2-large,94,16,1424247.0,1.370144,0.488668,0.524382,1.370144,,417.58,526.85,944.42,1345093198.19,test_bitmod_x94_y16.log
BitMod (Bit-Serial),gpt2-xl,94,16,1847650.0,1.370144,0.488668,0.524382,1.370144,,539.8,684.84,1224.64,2262711304.14,test_bitmod_x94_y16.log
BitMod (Bit-Serial),microsoft/phi-2,94,16,55290440.0,1.370144,0.488668,0.524382,1.370144,,16322.37,19354.99,35677.37,1972617232110.0,test_bitmod_x94_y16.log
BitMod (Bit-Serial),facebook/opt-2.7b,94,16,55241069.0,1.370144,0.488668,0.524382,1.370144,,16307.85,19337.81,35645.66,1969104477511.41,test_bitmod_x94_y16.log
BitMod (Bit-Serial),meta-llama/Llama-2-7b-hf,94,16,137830050.0,1.370144,0.488668,0.524382,1.370144,,40756.81,47761.97,88518.77,12200547143676.74,test_bitmod_x94_y16.log
OLIVE (Non-uniform Quantization),gpt2-large,64,16,2777338.0,0.233472,0.524382,0.467155,0.233472,,800.72,730.4,1531.12,4252424510.28,test_olive_x64_y16.log
OLIVE (Non-uniform Quantization),gpt2-xl,64,16,3510287.0,0.233472,0.524382,0.467155,0.233472,,1009.24,938.45,1947.68,6836932056.32,test_olive_x64_y16.log
OLIVE (Non-uniform Quantization),microsoft/phi-2,64,16,110252351.0,0.233472,0.524382,0.467155,0.233472,,32584.07,27469.1,60053.17,6621003259577.43,test_olive_x64_y16.log
OLIVE (Non-uniform Quantization),facebook/opt-2.7b,64,16,110153796.0,0.233472,0.524382,0.467155,0.233472,,32555.05,27445.37,60000.42,6609274421713.5,test_olive_x64_y16.log
OLIVE (Non-uniform Quantization),meta-llama/Llama-2-7b-hf,64,16,274954917.0,0.233472,0.524382,0.467155,0.233472,,81291.89,68443.94,149735.83,41170602544789.03,test_olive_x64_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-large,80,16,1480797.0,0.35584,0.538446,0.524382,0.35584,,427.64,316.19,743.83,1101463702.67,test_flexposit_x80_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-xl,80,16,1896395.0,0.35584,0.538446,0.524382,0.35584,,551.98,409.08,961.06,1822550781.16,test_flexposit_x80_y16.log
MixPosit (Bit-Serial + Mixed-Precision),microsoft/phi-2,80,16,60744782.0,0.35584,0.538446,0.524382,0.35584,,17906.17,12426.65,30332.82,1842560607923.48,test_flexposit_x80_y16.log
MixPosit (Bit-Serial + Mixed-Precision),facebook/opt-2.7b,80,16,66226156.0,0.35584,0.538446,0.524382,0.35584,,19549.9,13479.76,33029.66,2187427734548.41,test_flexposit_x80_y16.log
MixPosit (Bit-Serial + Mixed-Precision),meta-llama/Llama-2-7b-hf,80,16,172147670.0,0.35584,0.538446,0.524382,0.35584,,50899.24,35252.4,86151.64,14830804058036.78,test_flexposit_x80_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-large,84,16,1480797.0,0.373632,0.547719,0.524382,0.373632,,427.64,317.19,744.84,1102950870.81,test_flexposit_x84_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-xl,84,16,1896395.0,0.373632,0.547719,0.524382,0.373632,,551.98,410.97,962.95,1826128797.01,test_flexposit_x84_y16.log
MixPosit (Bit-Serial + Mixed-Precision),microsoft/phi-2,84,16,60744782.0,0.373632,0.547719,0.524382,0.373632,,17906.17,12535.89,30442.06,1849196568465.15,test_flexposit_x84_y16.log
MixPosit (Bit-Serial + Mixed-Precision),facebook/opt-2.7b,84,16,66226156.0,0.373632,0.547719,0.524382,0.373632,,19549.9,13599.32,33149.22,2195345280376.59,test_flexposit_x84_y16.log
MixPosit (Bit-Serial + Mixed-Precision),meta-llama/Llama-2-7b-hf,84,16,172147670.0,0.373632,0.547719,0.524382,0.373632,,50899.24,35059.81,85959.05,14797650751827.6,test_flexposit_x84_y16.log
Baseline (FP16),gpt2-large,100,16,5456734.0,1.5072,0.581567,0.485785,1.5072,,1604.79,961.66,2566.46,14004473448.57,test_baseline_x100_y16.log
Baseline (FP16),gpt2-xl,100,16,6865291.0,1.5072,0.581567,0.485785,1.5072,,2023.31,1251.08,3274.4,22479702263.9,test_baseline_x100_y16.log
Baseline (FP16),microsoft/phi-2,100,16,220404076.0,1.5072,0.581567,0.485785,1.5072,,65179.13,34973.62,100152.75,22074075248613.63,test_baseline_x100_y16.log
Baseline (FP16),facebook/opt-2.7b,100,16,220206503.0,1.5072,0.581567,0.485785,1.5072,,65120.7,34943.66,100064.36,22034822780922.51,test_baseline_x100_y16.log
Baseline (FP16),meta-llama/Llama-2-7b-hf,100,16,549799110.0,1.5072,0.581567,0.485785,1.5072,,162619.32,86460.16,249079.48,136943673823043.36,test_baseline_x100_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-large,22,16,3104407.9999999995,0.097856,0.511153,0.524382,0.097856,,427.64,319.71,747.35,2320092241.58,test_flexposit_x22_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-xl,22,16,3930030.3999999906,0.097856,0.511153,0.524382,0.097856,,551.98,405.58,957.56,3763239233.2,test_flexposit_x22_y16.log
MixPosit (Bit-Serial + Mixed-Precision),microsoft/phi-2,22,16,133121376.0,0.097856,0.511153,0.524382,0.097856,,17906.17,13571.86,31478.03,4190398159314.41,test_flexposit_x22_y16.log
MixPosit (Bit-Serial + Mixed-Precision),facebook/opt-2.7b,22,16,145073504.0,0.097856,0.511153,0.524382,0.097856,,19549.9,14632.88,34182.78,4959016235005.87,test_flexposit_x22_y16.log
MixPosit (Bit-Serial + Mixed-Precision),meta-llama/Llama-2-7b-hf,22,16,376884960.0,0.097856,0.511153,0.524382,0.097856,,50899.24,37832.05,88731.29,33441488519793.87,test_flexposit_x22_y16.log
OLIVE (Non-uniform Quantization),gpt2-large,94,16,2777338.0,0.342912,0.488668,0.467155,0.342912,,800.72,747.18,1547.9,4299043534.6,test_olive_x94_y16.log
OLIVE (Non-uniform Quantization),gpt2-xl,94,16,3510287.0,0.342912,0.488668,0.467155,0.342912,,1009.24,970.57,1979.81,6949712680.28,test_olive_x94_y16.log
OLIVE (Non-uniform Quantization),microsoft/phi-2,94,16,110252351.0,0.342912,0.488668,0.467155,0.342912,,32584.07,27495.74,60079.8,6623939336531.39,test_olive_x94_y16.log
OLIVE (Non-uniform Quantization),facebook/opt-2.7b,94,16,110153796.0,0.342912,0.488668,0.467155,0.342912,,32555.05,27471.33,60026.38,6612133745704.57,test_olive_x94_y16.log
OLIVE (Non-uniform Quantization),meta-llama/Llama-2-7b-hf,94,16,274954917.0,0.342912,0.488668,0.467155,0.342912,,81291.89,67860.51,149152.4,41010185979527.38,test_olive_x94_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-large,60,16,1480797.0,0.26688,0.51017,0.524382,0.26688,,427.64,313.51,741.16,1097503587.55,test_flexposit_x60_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-xl,60,16,1896395.0,0.26688,0.51017,0.524382,0.26688,,551.98,402.62,954.59,1810286363.78,test_flexposit_x60_y16.log
MixPosit (Bit-Serial + Mixed-Precision),microsoft/phi-2,60,16,60744782.0,0.26688,0.51017,0.524382,0.26688,,17906.17,12717.8,30623.97,1860246138232.54,test_flexposit_x60_y16.log
MixPosit (Bit-Serial + Mixed-Precision),facebook/opt-2.7b,60,16,66226156.0,0.26688,0.51017,0.524382,0.26688,,19549.9,13781.98,33331.88,2207442412281.08,test_flexposit_x60_y16.log
MixPosit (Bit-Serial + Mixed-Precision),meta-llama/Llama-2-7b-hf,60,16,172147670.0,0.26688,0.51017,0.524382,0.26688,,50899.24,35766.81,86666.05,14919359242220.66,test_flexposit_x60_y16.log
BitMod (Bit-Serial),gpt2-large,92,16,1424247.0,1.340992,0.486951,0.524382,1.340992,,417.58,526.06,943.64,1343970426.38,test_bitmod_x92_y16.log
BitMod (Bit-Serial),gpt2-xl,92,16,1847650.0,1.340992,0.486951,0.524382,1.340992,,539.8,683.32,1223.12,2259904457.23,test_bitmod_x92_y16.log
BitMod (Bit-Serial),microsoft/phi-2,92,16,55290440.0,1.340992,0.486951,0.524382,1.340992,,16322.37,19142.72,35465.09,1960880658965.41,test_bitmod_x92_y16.log
BitMod (Bit-Serial),facebook/opt-2.7b,92,16,55241069.0,1.340992,0.486951,0.524382,1.340992,,16307.85,19125.89,35433.74,1957397463806.42,test_bitmod_x92_y16.log
BitMod (Bit-Serial),meta-llama/Llama-2-7b-hf,92,16,137830050.0,1.340992,0.486951,0.524382,1.340992,,40756.81,47716.74,88473.55,12194313707102.1,test_bitmod_x92_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-large,100,16,1480797.0,0.4448,0.581567,0.524382,0.4448,,427.64,321.79,749.43,1109757763.1,test_flexposit_x100_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-xl,100,16,1896395.0,0.4448,0.581567,0.524382,0.4448,,551.98,419.25,971.22,1841822923.73,test_flexposit_x100_y16.log
MixPosit (Bit-Serial + Mixed-Precision),microsoft/phi-2,100,16,60744782.0,0.4448,0.581567,0.524382,0.4448,,17906.17,12475.28,30381.45,1845514781778.33,test_flexposit_x100_y16.log
MixPosit (Bit-Serial + Mixed-Precision),facebook/opt-2.7b,100,16,66226156.0,0.4448,0.581567,0.524382,0.4448,,19549.9,13538.53,33088.43,2191319442838.08,test_flexposit_x100_y16.log
MixPosit (Bit-Serial + Mixed-Precision),meta-llama/Llama-2-7b-hf,100,16,172147670.0,0.4448,0.581567,0.524382,0.4448,,50899.24,34820.98,85720.23,14756537220562.23,test_flexposit_x100_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-large,42,16,1676951.9999999998,0.186816,0.479162,0.524382,0.186816,,427.64,311.47,739.11,1239453878.34,test_flexposit_x42_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-xl,42,16,2142791.9999999995,0.186816,0.479162,0.524382,0.186816,,551.98,397.23,949.21,2033955424.56,test_flexposit_x42_y16.log
MixPosit (Bit-Serial + Mixed-Precision),microsoft/phi-2,42,16,69626208.0,0.186816,0.479162,0.524382,0.186816,,17906.17,12860.26,30766.43,2142149839857.93,test_flexposit_x42_y16.log
MixPosit (Bit-Serial + Mixed-Precision),facebook/opt-2.7b,42,16,75864416.0,0.186816,0.479162,0.524382,0.186816,,19549.9,13912.72,33462.62,2538622276490.63,test_flexposit_x42_y16.log
MixPosit (Bit-Serial + Mixed-Precision),meta-llama/Llama-2-7b-hf,42,16,197833440.0,0.186816,0.479162,0.524382,0.186816,,50899.24,36158.22,87057.47,17222877827242.84,test_flexposit_x42_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-large,54,16,1480797.0,0.240192,0.504615,0.524382,0.240192,,427.64,311.36,739.01,1094319528.34,test_flexposit_x54_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-xl,54,16,1896395.0,0.240192,0.504615,0.524382,0.240192,,551.98,399.0,950.97,1803422779.26,test_flexposit_x54_y16.log
MixPosit (Bit-Serial + Mixed-Precision),microsoft/phi-2,54,16,60744782.0,0.240192,0.504615,0.524382,0.240192,,17906.17,12753.91,30660.08,1862439813843.22,test_flexposit_x54_y16.log
MixPosit (Bit-Serial + Mixed-Precision),facebook/opt-2.7b,54,16,66226156.0,0.240192,0.504615,0.524382,0.240192,,19549.9,13811.7,33361.6,2209410511538.14,test_flexposit_x54_y16.log
MixPosit (Bit-Serial + Mixed-Precision),meta-llama/Llama-2-7b-hf,54,16,172147670.0,0.240192,0.504615,0.524382,0.240192,,50899.24,35542.89,86442.14,14880812270404.36,test_flexposit_x54_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-large,108,16,1480797.0,0.480384,0.602165,0.524382,0.480384,,427.64,324.69,752.33,1114053474.67,test_flexposit_x108_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-xl,108,16,1896395.0,0.480384,0.602165,0.524382,0.480384,,551.98,424.14,976.12,1851111945.92,test_flexposit_x108_y16.log
MixPosit (Bit-Serial + Mixed-Precision),microsoft/phi-2,108,16,60744782.0,0.480384,0.602165,0.524382,0.480384,,17906.17,12421.8,30327.98,1842266255373.36,test_flexposit_x108_y16.log
MixPosit (Bit-Serial + Mixed-Precision),facebook/opt-2.7b,108,16,66226156.0,0.480384,0.602165,0.524382,0.480384,,19549.9,13481.09,33030.99,2187515612002.06,test_flexposit_x108_y16.log
MixPosit (Bit-Serial + Mixed-Precision),meta-llama/Llama-2-7b-hf,108,16,172147670.0,0.480384,0.602165,0.524382,0.480384,,50899.24,34682.14,85581.38,14732635096882.67,test_flexposit_x108_y16.log
BitMod (Bit-Serial),gpt2-large,14,16,2381156.0,0.204064,0.512417,0.524382,0.204064,,417.58,532.49,950.07,2262267924.92,test_bitmod_x14_y16.log
BitMod (Bit-Serial),gpt2-xl,14,16,3044512.0,0.204064,0.512417,0.524382,0.204064,,539.8,670.58,1210.39,3685038225.26,test_bitmod_x14_y16.log
