accelerator,model,pe_x,pe_y,total_cycle,pe_array_area_mm2,weight_buffer_area_mm2,input_buffer_area_mm2,total_area_mm2,total_macs,dram_energy_mJ,onchip_energy_mJ,total_energy_mJ,edp,log_file
Baseline (FP16),facebook/opt-2.7b,76,16,220206503.0,1.145472,0.531789,0.485785,1.145472,,65120.7,35199.43,100320.13,22091145861416.28,test_baseline_x76_y16.log
Baseline (FP16),meta-llama/Llama-2-7b-hf,76,16,549799110.0,1.145472,0.531789,0.485785,1.145472,,162619.32,87351.04,249970.36,137433480853886.38,test_baseline_x76_y16.log
BitMod (Bit-Serial),gpt2-large,18,16,1871076.0,0.262368,0.46969,0.524382,0.262368,,417.58,518.93,936.51,1752285389.58,test_bitmod_x18_y16.log
BitMod (Bit-Serial),gpt2-xl,18,16,2406912.0,0.262368,0.46969,0.524382,0.262368,,539.8,654.74,1194.54,2875158423.2,test_bitmod_x18_y16.log
BitMod (Bit-Serial),microsoft/phi-2,18,16,74034784.0,0.262368,0.46969,0.524382,0.262368,,16322.37,20797.59,37119.97,2748168721374.63,test_bitmod_x18_y16.log
BitMod (Bit-Serial),facebook/opt-2.7b,18,16,73968224.0,0.262368,0.46969,0.524382,0.262368,,16307.85,20778.86,37086.72,2743238458319.46,test_bitmod_x18_y16.log
BitMod (Bit-Serial),meta-llama/Llama-2-7b-hf,18,16,184158944.0,0.262368,0.46969,0.524382,0.262368,,40756.81,51766.33,92523.14,17038963239285.85,test_bitmod_x18_y16.log
OLIVE (Non-uniform Quantization),gpt2-large,106,16,2777338.0,0.386688,0.502398,0.467155,0.386688,,800.72,755.92,1556.64,4323315424.37,test_olive_x106_y16.log
OLIVE (Non-uniform Quantization),gpt2-xl,106,16,3510287.0,0.386688,0.502398,0.467155,0.386688,,1009.24,985.91,1995.15,7003545221.8,test_olive_x106_y16.log
OLIVE (Non-uniform Quantization),microsoft/phi-2,106,16,110252351.0,0.386688,0.502398,0.467155,0.386688,,32584.07,27517.4,60101.46,6626327787805.18,test_olive_x106_y16.log
OLIVE (Non-uniform Quantization),facebook/opt-2.7b,106,16,110153796.0,0.386688,0.502398,0.467155,0.386688,,32555.05,27492.77,60047.82,6614495727392.19,test_olive_x106_y16.log
OLIVE (Non-uniform Quantization),meta-llama/Llama-2-7b-hf,106,16,274954917.0,0.386688,0.502398,0.467155,0.386688,,81291.89,67344.56,148636.45,40868322442457.89,test_olive_x106_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-large,64,16,1480797.0,0.284672,0.514181,0.524382,0.284672,,427.64,313.73,741.38,1097830958.36,test_flexposit_x64_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-xl,64,16,1896395.0,0.284672,0.514181,0.524382,0.284672,,551.98,403.51,955.49,1811989234.73,test_flexposit_x64_y16.log
MixPosit (Bit-Serial + Mixed-Precision),microsoft/phi-2,64,16,60744782.0,0.284672,0.514181,0.524382,0.284672,,17906.17,12589.12,30495.29,1852429513320.55,test_flexposit_x64_y16.log
MixPosit (Bit-Serial + Mixed-Precision),facebook/opt-2.7b,64,16,66226156.0,0.284672,0.514181,0.524382,0.284672,,19549.9,13646.54,33196.44,2198472554656.18,test_flexposit_x64_y16.log
MixPosit (Bit-Serial + Mixed-Precision),meta-llama/Llama-2-7b-hf,64,16,172147670.0,0.284672,0.514181,0.524382,0.284672,,50899.24,35362.78,86262.02,14849805840262.07,test_flexposit_x64_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-large,30,16,2305400.0,0.13344,0.520078,0.524382,0.13344,,427.64,314.05,741.69,1709891543.93,test_flexposit_x30_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-xl,30,16,2928351.9999999995,0.13344,0.520078,0.524382,0.13344,,551.98,398.53,950.51,2783427832.75,test_flexposit_x30_y16.log
MixPosit (Bit-Serial + Mixed-Precision),microsoft/phi-2,30,16,97850976.00000001,0.13344,0.520078,0.524382,0.13344,,17906.17,13228.49,31134.66,3046557240801.71,test_flexposit_x30_y16.log
MixPosit (Bit-Serial + Mixed-Precision),facebook/opt-2.7b,30,16,106630496.0,0.13344,0.520078,0.524382,0.13344,,19549.9,14292.67,33842.57,3608650268411.51,test_flexposit_x30_y16.log
MixPosit (Bit-Serial + Mixed-Precision),meta-llama/Llama-2-7b-hf,30,16,276205280.0,0.13344,0.520078,0.524382,0.13344,,50899.24,36884.71,87783.95,24246391766141.25,test_flexposit_x30_y16.log
BitMod (Bit-Serial),gpt2-large,60,16,1424247.0,0.87456,0.520078,0.524382,0.87456,,417.58,509.33,926.91,1320146516.44,test_bitmod_x60_y16.log
BitMod (Bit-Serial),gpt2-xl,60,16,1847650.0,0.87456,0.520078,0.524382,0.87456,,539.8,653.83,1193.63,2205415959.15,test_bitmod_x60_y16.log
BitMod (Bit-Serial),microsoft/phi-2,60,16,55290440.0,0.87456,0.520078,0.524382,0.87456,,16322.37,19340.74,35663.12,1971829386873.48,test_bitmod_x60_y16.log
BitMod (Bit-Serial),facebook/opt-2.7b,60,16,55241069.0,0.87456,0.520078,0.524382,0.87456,,16307.85,19322.97,35630.82,1968284818228.25,test_bitmod_x60_y16.log
BitMod (Bit-Serial),meta-llama/Llama-2-7b-hf,60,16,137830050.0,0.87456,0.520078,0.524382,0.87456,,40756.81,48264.22,89021.03,12269773457508.3,test_bitmod_x60_y16.log
BitMod (Bit-Serial),gpt2-large,24,16,1424356.0,0.349824,0.500401,0.524382,0.349824,,417.58,507.59,925.17,1317770761.96,test_bitmod_x24_y16.log
BitMod (Bit-Serial),gpt2-xl,24,16,1848512.0,0.349824,0.500401,0.524382,0.349824,,539.8,644.21,1184.01,2188664902.43,test_bitmod_x24_y16.log
BitMod (Bit-Serial),microsoft/phi-2,24,16,55511904.0,0.349824,0.500401,0.524382,0.349824,,16322.37,20190.3,36512.68,2026888249306.34,test_bitmod_x24_y16.log
BitMod (Bit-Serial),facebook/opt-2.7b,24,16,55461984.0,0.349824,0.500401,0.524382,0.349824,,16307.85,20172.11,36479.96,2023250791534.59,test_bitmod_x24_y16.log
BitMod (Bit-Serial),meta-llama/Llama-2-7b-hf,24,16,138214112.0,0.349824,0.500401,0.524382,0.349824,,40756.81,50309.15,91065.96,12586600922963.7,test_bitmod_x24_y16.log
OLIVE (Non-uniform Quantization),gpt2-large,68,16,2777338.0,0.248064,0.530335,0.467155,0.248064,,800.72,731.23,1531.94,4254725599.98,test_olive_x68_y16.log
OLIVE (Non-uniform Quantization),gpt2-xl,68,16,3510287.0,0.248064,0.530335,0.467155,0.248064,,1009.24,940.94,1950.18,6845679268.64,test_olive_x68_y16.log
OLIVE (Non-uniform Quantization),microsoft/phi-2,68,16,110252351.0,0.248064,0.530335,0.467155,0.248064,,32584.07,27524.23,60108.3,6627081135148.97,test_olive_x68_y16.log
OLIVE (Non-uniform Quantization),facebook/opt-2.7b,68,16,110153796.0,0.248064,0.530335,0.467155,0.248064,,32555.05,27500.91,60055.97,6615392723086.92,test_olive_x68_y16.log
OLIVE (Non-uniform Quantization),meta-llama/Llama-2-7b-hf,68,16,274954917.0,0.248064,0.530335,0.467155,0.248064,,81291.89,68603.16,149895.05,41214381806935.05,test_olive_x68_y16.log
BitMod (Bit-Serial),gpt2-large,106,16,1424247.0,1.545056,0.502398,0.524382,1.545056,,417.58,534.47,952.05,1355947680.11,test_bitmod_x106_y16.log
BitMod (Bit-Serial),gpt2-xl,106,16,1847650.0,1.545056,0.502398,0.524382,1.545056,,539.8,697.57,1237.38,2286242576.57,test_bitmod_x106_y16.log
BitMod (Bit-Serial),microsoft/phi-2,106,16,55290440.0,1.545056,0.502398,0.524382,1.545056,,16322.37,19421.94,35744.32,1976319027863.79,test_bitmod_x106_y16.log
BitMod (Bit-Serial),facebook/opt-2.7b,106,16,55241069.0,1.545056,0.502398,0.524382,1.545056,,16307.85,19404.56,35712.41,1972791736140.24,test_bitmod_x106_y16.log
BitMod (Bit-Serial),meta-llama/Llama-2-7b-hf,106,16,137830050.0,1.545056,0.502398,0.524382,1.545056,,40756.81,47521.18,88277.99,12167359800543.82,test_bitmod_x106_y16.log
Baseline (FP16),gpt2-large,118,16,5456734.0,1.778496,0.610255,0.485785,1.778496,,1604.79,985.72,2590.51,14135737464.53,test_baseline_x118_y16.log
Baseline (FP16),gpt2-xl,118,16,6865291.0,1.778496,0.610255,0.485785,1.778496,,2023.31,1289.38,3312.69,22742613708.69,test_baseline_x118_y16.log
Baseline (FP16),microsoft/phi-2,118,16,220404076.0,1.778496,0.610255,0.485785,1.778496,,65179.13,35075.79,100254.92,22096593369915.26,test_baseline_x118_y16.log
Baseline (FP16),facebook/opt-2.7b,118,16,220206503.0,1.778496,0.610255,0.485785,1.778496,,65120.7,35048.0,100168.71,22057801095134.43,test_baseline_x118_y16.log
Baseline (FP16),meta-llama/Llama-2-7b-hf,118,16,549799110.0,1.778496,0.610255,0.485785,1.778496,,162619.32,87149.91,249769.23,137322899480915.61,test_baseline_x118_y16.log
Baseline (FP16),gpt2-large,86,16,5456734.0,1.296192,0.551187,0.485785,1.296192,,1604.79,950.41,2555.2,13943036002.22,test_baseline_x86_y16.log
Baseline (FP16),gpt2-xl,86,16,6865291.0,1.296192,0.551187,0.485785,1.296192,,2023.31,1230.47,3253.79,22338184084.43,test_baseline_x86_y16.log
Baseline (FP16),microsoft/phi-2,86,16,220404076.0,1.296192,0.551187,0.485785,1.296192,,65179.13,35033.53,100212.67,22087280020936.41,test_baseline_x86_y16.log
Baseline (FP16),facebook/opt-2.7b,86,16,220206503.0,1.296192,0.551187,0.485785,1.296192,,65120.7,35001.91,100122.62,22047651710963.14,test_baseline_x86_y16.log
Baseline (FP16),meta-llama/Llama-2-7b-hf,86,16,549799110.0,1.296192,0.551187,0.485785,1.296192,,162619.32,86991.41,249610.73,137235756759556.05,test_baseline_x86_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-large,18,16,3777772.799999993,0.080064,0.491009,0.524382,0.080064,,427.64,327.8,755.45,2853915946.21,test_flexposit_x18_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-xl,18,16,4763150.399999991,0.080064,0.491009,0.524382,0.080064,,551.98,413.91,965.89,4600656805.54,test_flexposit_x18_y16.log
MixPosit (Bit-Serial + Mixed-Precision),microsoft/phi-2,18,16,162602080.00000003,0.080064,0.491009,0.524382,0.080064,,17906.17,13937.35,31843.52,5177822061896.53,test_flexposit_x18_y16.log
MixPosit (Bit-Serial + Mixed-Precision),facebook/opt-2.7b,18,16,177203552.0,0.080064,0.491009,0.524382,0.080064,,19549.9,15002.86,34552.76,6122871429071.65,test_flexposit_x18_y16.log
MixPosit (Bit-Serial + Mixed-Precision),meta-llama/Llama-2-7b-hf,18,16,459834080.0,0.080064,0.491009,0.524382,0.080064,,50899.24,38719.49,89618.73,41209748179613.33,test_flexposit_x18_y16.log
Baseline (FP16),gpt2-large,104,16,5456734.0,1.567488,0.592286,0.485785,1.567488,,1604.79,966.17,2570.96,14029061849.36,test_baseline_x104_y16.log
Baseline (FP16),gpt2-xl,104,16,6865291.0,1.567488,0.592286,0.485785,1.567488,,2023.31,1258.6,3281.91,22531281863.12,test_baseline_x104_y16.log
Baseline (FP16),microsoft/phi-2,104,16,220404076.0,1.567488,0.592286,0.485785,1.567488,,65179.13,34941.66,100120.79,22067030234325.46,test_baseline_x104_y16.log
Baseline (FP16),facebook/opt-2.7b,104,16,220206503.0,1.567488,0.592286,0.485785,1.567488,,65120.7,34910.59,100031.3,22027542298475.22,test_baseline_x104_y16.log
Baseline (FP16),meta-llama/Llama-2-7b-hf,104,16,549799110.0,1.567488,0.592286,0.485785,1.567488,,162619.32,86780.38,249399.7,137119732028970.95,test_baseline_x104_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-large,62,16,1480797.0,0.275776,0.512752,0.524382,0.275776,,427.64,313.6,741.25,1097636919.83,test_flexposit_x62_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-xl,62,16,1896395.0,0.275776,0.512752,0.524382,0.275776,,551.98,403.04,955.02,1811091381.63,test_flexposit_x62_y16.log
MixPosit (Bit-Serial + Mixed-Precision),microsoft/phi-2,62,16,60744782.0,0.275776,0.512752,0.524382,0.275776,,17906.17,12770.79,30676.96,1863465289206.83,test_flexposit_x62_y16.log
MixPosit (Bit-Serial + Mixed-Precision),facebook/opt-2.7b,62,16,66226156.0,0.275776,0.512752,0.524382,0.275776,,19549.9,13841.46,33391.36,2211381354058.94,test_flexposit_x62_y16.log
MixPosit (Bit-Serial + Mixed-Precision),meta-llama/Llama-2-7b-hf,62,16,172147670.0,0.275776,0.512752,0.524382,0.275776,,50899.24,35745.51,86644.76,14915692918284.87,test_flexposit_x62_y16.log
OLIVE (Non-uniform Quantization),gpt2-large,92,16,2777338.0,0.335616,0.486951,0.467155,0.335616,,800.72,746.53,1547.24,4297220062.86,test_olive_x92_y16.log
OLIVE (Non-uniform Quantization),gpt2-xl,92,16,3510287.0,0.335616,0.486951,0.467155,0.335616,,1009.24,969.02,1978.26,6944266414.2,test_olive_x92_y16.log
OLIVE (Non-uniform Quantization),microsoft/phi-2,92,16,110252351.0,0.335616,0.486951,0.467155,0.335616,,32584.07,27214.06,59798.13,6592884131234.74,test_olive_x92_y16.log
OLIVE (Non-uniform Quantization),facebook/opt-2.7b,92,16,110153796.0,0.335616,0.486951,0.467155,0.335616,,32555.05,27190.12,59745.18,6581158154226.49,test_olive_x92_y16.log
OLIVE (Non-uniform Quantization),meta-llama/Llama-2-7b-hf,92,16,274954917.0,0.335616,0.486951,0.467155,0.335616,,81291.89,67838.51,149130.4,41004136986733.57,test_olive_x92_y16.log
Baseline (FP16),gpt2-large,60,16,5456734.0,0.90432,0.51017,0.485785,0.90432,,1604.79,942.43,2547.22,13899506693.63,test_baseline_x60_y16.log
Baseline (FP16),gpt2-xl,60,16,6865291.0,0.90432,0.51017,0.485785,0.90432,,2023.31,1208.48,3231.8,22187224621.06,test_baseline_x60_y16.log
Baseline (FP16),microsoft/phi-2,60,16,220404076.0,0.90432,0.51017,0.485785,0.90432,,65179.13,35894.15,101073.29,22276964148633.44,test_baseline_x60_y16.log
Baseline (FP16),facebook/opt-2.7b,60,16,220206503.0,0.90432,0.51017,0.485785,0.90432,,65120.7,35861.2,100981.91,22236872319666.01,test_baseline_x60_y16.log
Baseline (FP16),meta-llama/Llama-2-7b-hf,60,16,549799110.0,0.90432,0.51017,0.485785,0.90432,,162619.32,89574.31,252193.63,138655831161425.25,test_baseline_x60_y16.log
Baseline (FP16),gpt2-large,56,16,5456734.0,0.844032,0.505179,0.485785,0.844032,,1604.79,944.0,2548.79,13908066441.82,test_baseline_x56_y16.log
Baseline (FP16),gpt2-xl,56,16,6865291.0,0.844032,0.505179,0.485785,0.844032,,2023.31,1208.61,3231.92,22188077932.57,test_baseline_x56_y16.log
Baseline (FP16),microsoft/phi-2,56,16,220404076.0,0.844032,0.505179,0.485785,0.844032,,65179.13,36096.25,101275.39,22321507940059.64,test_baseline_x56_y16.log
Baseline (FP16),facebook/opt-2.7b,56,16,220206503.0,0.844032,0.505179,0.485785,0.844032,,65120.7,36063.33,101184.03,22281381742720.57,test_baseline_x56_y16.log
Baseline (FP16),meta-llama/Llama-2-7b-hf,56,16,549799110.0,0.844032,0.505179,0.485785,0.844032,,162619.32,90217.73,252837.05,139009584363856.31,test_baseline_x56_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-large,56,16,1480797.0,0.249088,0.505179,0.524382,0.249088,,427.64,313.64,741.29,1097696946.67,test_flexposit_x56_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-xl,56,16,1896395.0,0.249088,0.505179,0.524382,0.249088,,551.98,402.16,954.14,1809416972.52,test_flexposit_x56_y16.log
MixPosit (Bit-Serial + Mixed-Precision),microsoft/phi-2,56,16,60744782.0,0.249088,0.505179,0.524382,0.249088,,17906.17,12770.76,30676.93,1863463373153.51,test_flexposit_x56_y16.log
MixPosit (Bit-Serial + Mixed-Precision),facebook/opt-2.7b,56,16,66226156.0,0.249088,0.505179,0.524382,0.249088,,19549.9,13835.78,33385.68,2211005252231.92,test_flexposit_x56_y16.log
MixPosit (Bit-Serial + Mixed-Precision),meta-llama/Llama-2-7b-hf,56,16,172147670.0,0.249088,0.505179,0.524382,0.249088,,50899.24,35958.25,86857.5,14952315507034.92,test_flexposit_x56_y16.log
BitMod (Bit-Serial),gpt2-large,102,16,1424247.0,1.486752,0.496949,0.524382,1.486752,,417.58,531.44,949.02,1351640408.61,test_bitmod_x102_y16.log
BitMod (Bit-Serial),gpt2-xl,102,16,1847650.0,1.486752,0.496949,0.524382,1.486752,,539.8,692.72,1232.53,2277278937.77,test_bitmod_x102_y16.log
BitMod (Bit-Serial),microsoft/phi-2,102,16,55290440.0,1.486752,0.496949,0.524382,1.486752,,16322.37,19449.21,35771.58,1977826657041.49,test_bitmod_x102_y16.log
BitMod (Bit-Serial),facebook/opt-2.7b,102,16,55241069.0,1.486752,0.496949,0.524382,1.486752,,16307.85,19432.46,35740.31,1974332710088.31,test_bitmod_x102_y16.log
BitMod (Bit-Serial),meta-llama/Llama-2-7b-hf,102,16,137830050.0,1.486752,0.496949,0.524382,1.486752,,40756.81,47824.47,88581.28,12209162722961.33,test_bitmod_x102_y16.log
BitMod (Bit-Serial),gpt2-large,116,16,1424247.0,1.690816,0.507859,0.524382,1.690816,,417.58,542.56,960.14,1367476046.15,test_bitmod_x116_y16.log
BitMod (Bit-Serial),gpt2-xl,116,16,1847650.0,1.690816,0.507859,0.524382,1.690816,,539.8,710.34,1250.14,2309823020.97,test_bitmod_x116_y16.log
BitMod (Bit-Serial),microsoft/phi-2,116,16,55290440.0,1.690816,0.507859,0.524382,1.690816,,16322.37,19591.15,35913.52,1985674396459.26,test_bitmod_x116_y16.log
BitMod (Bit-Serial),facebook/opt-2.7b,116,16,55241069.0,1.690816,0.507859,0.524382,1.690816,,16307.85,19574.18,35882.03,1982161603629.03,test_bitmod_x116_y16.log
BitMod (Bit-Serial),meta-llama/Llama-2-7b-hf,116,16,137830050.0,1.690816,0.507859,0.524382,1.690816,,40756.81,47920.61,88677.42,12222413301296.87,test_bitmod_x116_y16.log
OLIVE (Non-uniform Quantization),gpt2-large,70,16,2777338.0,0.25536,0.53455,0.467155,0.25536,,800.72,730.99,1531.7,4254060796.6,test_olive_x70_y16.log
OLIVE (Non-uniform Quantization),gpt2-xl,70,16,3510287.0,0.25536,0.53455,0.467155,0.25536,,1009.24,941.37,1950.61,6847190340.19,test_olive_x70_y16.log
OLIVE (Non-uniform Quantization),microsoft/phi-2,70,16,110252351.0,0.25536,0.53455,0.467155,0.25536,,32584.07,27528.19,60112.26,6627517944727.1,test_olive_x70_y16.log
OLIVE (Non-uniform Quantization),facebook/opt-2.7b,70,16,110153796.0,0.25536,0.53455,0.467155,0.25536,,32555.05,27504.27,60059.32,6615762263296.56,test_olive_x70_y16.log
OLIVE (Non-uniform Quantization),meta-llama/Llama-2-7b-hf,70,16,274954917.0,0.25536,0.53455,0.467155,0.25536,,81291.89,68426.22,149718.11,41165731239146.79,test_olive_x70_y16.log
BitMod (Bit-Serial),gpt2-large,64,16,1424247.0,0.932864,0.524382,0.524382,0.932864,,417.58,510.8,928.38,1322237931.54,test_bitmod_x64_y16.log
BitMod (Bit-Serial),gpt2-xl,64,16,1847650.0,0.932864,0.524382,0.524382,0.932864,,539.8,656.73,1196.53,2210771938.16,test_bitmod_x64_y16.log
BitMod (Bit-Serial),microsoft/phi-2,64,16,55290440.0,0.932864,0.524382,0.524382,0.932864,,16322.37,19179.59,35501.97,1962919463639.0,test_bitmod_x64_y16.log
BitMod (Bit-Serial),facebook/opt-2.7b,64,16,55241069.0,0.932864,0.524382,0.524382,0.932864,,16307.85,19163.03,35470.88,1959449329746.28,test_bitmod_x64_y16.log
BitMod (Bit-Serial),meta-llama/Llama-2-7b-hf,64,16,137830050.0,0.932864,0.524382,0.524382,0.932864,,40756.81,47787.15,88543.96,12204018851344.8,test_bitmod_x64_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-large,86,16,1480797.0,0.382528,0.551187,0.524382,0.382528,,427.64,317.69,745.33,1103685088.41,test_flexposit_x86_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-xl,86,16,1896395.0,0.382528,0.551187,0.524382,0.382528,,551.98,411.91,963.88,1827902724.77,test_flexposit_x86_y16.log
MixPosit (Bit-Serial + Mixed-Precision),microsoft/phi-2,86,16,60744782.0,0.382528,0.551187,0.524382,0.382528,,17906.17,12481.45,30387.63,1845889667224.98,test_flexposit_x86_y16.log
MixPosit (Bit-Serial + Mixed-Precision),facebook/opt-2.7b,86,16,66226156.0,0.382528,0.551187,0.524382,0.382528,,19549.9,13540.65,33090.56,2191460324856.03,test_flexposit_x86_y16.log
MixPosit (Bit-Serial + Mixed-Precision),meta-llama/Llama-2-7b-hf,86,16,172147670.0,0.382528,0.551187,0.524382,0.382528,,50899.24,34979.48,85878.73,14783822446100.49,test_flexposit_x86_y16.log
BitMod (Bit-Serial),gpt2-large,114,16,1424247.0,1.661664,0.508079,0.524382,1.661664,,417.58,540.91,958.49,1365131176.38,test_bitmod_x114_y16.log
BitMod (Bit-Serial),gpt2-xl,114,16,1847650.0,1.661664,0.508079,0.524382,1.661664,,539.8,707.75,1247.55,2305039378.66,test_bitmod_x114_y16.log
BitMod (Bit-Serial),microsoft/phi-2,114,16,55290440.0,1.661664,0.508079,0.524382,1.661664,,16322.37,19358.76,35681.13,1972825635790.25,test_bitmod_x114_y16.log
BitMod (Bit-Serial),facebook/opt-2.7b,114,16,55241069.0,1.661664,0.508079,0.524382,1.661664,,16307.85,19340.04,35647.89,1969227629552.63,test_bitmod_x114_y16.log
BitMod (Bit-Serial),meta-llama/Llama-2-7b-hf,114,16,137830050.0,1.661664,0.508079,0.524382,1.661664,,40756.81,47585.34,88342.15,12176203212189.69,test_bitmod_x114_y16.log
OLIVE (Non-uniform Quantization),gpt2-large,60,16,2777338.0,0.21888,0.520078,0.467155,0.21888,,800.72,730.42,1531.13,4252474060.81,test_olive_x60_y16.log
OLIVE (Non-uniform Quantization),gpt2-xl,60,16,3510287.0,0.21888,0.520078,0.467155,0.21888,,1009.24,937.02,1946.26,6831934332.33,test_olive_x60_y16.log
OLIVE (Non-uniform Quantization),microsoft/phi-2,60,16,110252351.0,0.21888,0.520078,0.467155,0.21888,,32584.07,27777.76,60361.83,6655033528630.88,test_olive_x60_y16.log
OLIVE (Non-uniform Quantization),facebook/opt-2.7b,60,16,110153796.0,0.21888,0.520078,0.467155,0.21888,,32555.05,27752.25,60307.3,6643078551778.07,test_olive_x60_y16.log
OLIVE (Non-uniform Quantization),meta-llama/Llama-2-7b-hf,60,16,274954917.0,0.21888,0.520078,0.467155,0.21888,,81291.89,69320.23,150612.12,41411543020241.68,test_olive_x60_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-large,16,16,4235660.799999993,0.071168,0.485785,0.524382,0.071168,,427.64,333.68,761.33,3224725201.0,test_flexposit_x16_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-xl,16,16,5335510.399999991,0.071168,0.485785,0.524382,0.071168,,551.98,420.95,972.92,5191040565.41,test_flexposit_x16_y16.log
MixPosit (Bit-Serial + Mixed-Precision),microsoft/phi-2,16,16,182254944.00000003,0.071168,0.485785,0.524382,0.071168,,17906.17,14171.66,32077.84,5846344152389.45,test_flexposit_x16_y16.log
MixPosit (Bit-Serial + Mixed-Precision),facebook/opt-2.7b,16,16,198624608.0,0.071168,0.485785,0.524382,0.071168,,19549.9,15238.41,34788.31,6909814678413.1,test_flexposit_x16_y16.log
MixPosit (Bit-Serial + Mixed-Precision),meta-llama/Llama-2-7b-hf,16,16,516553440.0,0.071168,0.485785,0.524382,0.071168,,50899.24,39390.04,90289.28,46639239681750.82,test_flexposit_x16_y16.log
Baseline (FP16),gpt2-large,54,16,5456734.0,0.813888,0.504615,0.485785,0.813888,,1604.79,935.77,2540.57,13863188319.76,test_baseline_x54_y16.log
Baseline (FP16),gpt2-xl,54,16,6865291.0,0.813888,0.504615,0.485785,0.813888,,2023.31,1197.49,3220.8,22111752597.86,test_baseline_x54_y16.log
Baseline (FP16),microsoft/phi-2,54,16,220404076.0,0.813888,0.504615,0.485785,0.813888,,65179.13,35999.31,101178.45,22300141865669.79,test_baseline_x54_y16.log
Baseline (FP16),facebook/opt-2.7b,54,16,220206503.0,0.813888,0.504615,0.485785,0.813888,,65120.7,35965.95,101086.65,22259937839192.01,test_baseline_x54_y16.log
Baseline (FP16),meta-llama/Llama-2-7b-hf,54,16,549799110.0,0.813888,0.504615,0.485785,0.813888,,162619.32,89116.79,251736.1,138404286449131.02,test_baseline_x54_y16.log
